#{"t_start": 1555726408.321176, "env_id": "Catcher3d-v1"}
r,l,t,scoring_reward
33.0795,250,2197.3723,2.0
32.9752,250,2208.6456,1.0
27.9736,250,2219.9353,0.0
34.2652,250,2231.0536,2.0
29.7823,250,2242.4227,0.0
29.8405,250,2253.7638,0.0
27.7436,250,2265.0395,0.0
28.0179,250,2276.3524,0.0
28.2648,250,2288.2284,0.0
25.6366,250,2300.2599,0.0
26.8403,250,2311.5867,0.0
32.299,250,2322.934,1.0
30.2834,250,2334.2234,1.0
32.6295,250,2345.593,2.0
27.5969,250,2356.9574,0.0
30.5135,250,2368.4701,1.0
31.2189,250,2380.084,0.0
27.1425,250,2391.4187,0.0
28.6329,250,2400.3156,0.0
28.9022,250,2411.509,0.0
31.7412,250,2422.7784,2.0
33.4951,250,2434.1345,2.0
29.0134,250,2445.4977,1.0
34.4877,250,2457.0693,1.0
26.9005,250,2468.4818,0.0
28.0115,250,2479.7619,0.0
30.1149,250,2491.2902,0.0
30.3865,250,2502.6475,0.0
30.3275,250,2513.9803,0.0
34.5407,250,2525.4188,2.0
30.1757,250,2536.7428,0.0
28.1223,250,2548.138,0.0
33.8683,250,2559.4541,1.0
36.486,250,2570.7277,2.0
28.6043,250,2581.9705,0.0
30.3557,250,2593.2947,1.0
28.7028,250,2605.2504,0.0
35.0183,250,2617.0748,1.0
35.3267,250,2628.4153,2.0
29.7839,250,2637.1493,0.0
29.3956,250,2648.3771,0.0
31.9534,250,2659.6169,1.0
32.3746,250,2671.0178,1.0
30.5861,250,2682.4226,0.0
30.5127,250,2693.762,0.0
30.002,250,2705.147,0.0
31.8826,250,2716.4124,0.0
31.8066,250,2727.6116,1.0
29.7193,250,2739.0355,0.0
32.3533,250,2750.2536,1.0
28.33,250,2761.5087,0.0
30.0766,250,2772.8727,0.0
33.5438,250,2784.2535,2.0
29.2003,250,2795.7134,0.0
35.5077,250,2807.1539,1.0
34.4736,250,2818.5494,1.0
29.3063,250,2829.9103,1.0
31.2524,250,2841.2497,0.0
35.0842,250,2852.6109,1.0
33.6255,250,2864.0766,0.0
35.6974,250,2875.5374,2.0
30.633,250,2884.5146,0.0
25.6338,250,2895.8232,0.0
30.1107,250,2907.1612,0.0
35.4577,250,2918.7258,2.0
26.4794,250,2931.0461,0.0
27.3254,250,2942.6942,0.0
30.478,250,2954.134,0.0
30.1017,250,2965.3457,0.0
33.4165,250,2977.213,2.0
28.8896,250,2988.5773,0.0
33.8039,250,3000.0045,3.0
35.0852,250,3011.4873,1.0
27.3782,250,3022.9987,0.0
32.2527,250,3034.4934,0.0
29.9642,250,3046.0226,0.0
31.3432,250,3057.4572,0.0
28.6378,250,3068.9759,0.0
32.2228,250,3080.5363,1.0
32.4354,250,3092.1938,1.0
30.6034,250,3103.7779,1.0
27.9134,250,3115.4085,0.0
31.0902,250,3124.4742,0.0
30.5822,250,3135.9429,1.0
31.0904,250,3147.3396,0.0
27.5991,250,3158.6787,0.0
31.8516,250,3170.1105,0.0
31.3502,250,3181.8883,0.0
31.0974,250,3193.2488,1.0
33.0934,250,3204.6831,0.0
36.5252,250,3215.9681,1.0
28.1506,250,3227.3847,0.0
33.3925,250,3239.6013,0.0
36.082,250,3251.4592,2.0
31.883,250,3262.9612,0.0
31.3042,250,3274.3427,0.0
33.9162,250,3285.8564,2.0
34.4502,250,3297.4049,1.0
31.7294,250,3308.7906,1.0
30.2085,250,3320.3327,0.0
33.5449,250,3331.9038,1.0
30.333,250,3343.5793,0.0
33.8693,250,3355.0254,1.0
32.153,250,3364.0017,0.0
30.7455,250,3375.3863,1.0
33.2038,250,3386.7717,1.0
29.8755,250,3398.2387,1.0
31.2512,250,3409.508,0.0
35.5384,250,3420.9804,0.0
35.4325,250,3433.7888,1.0
36.5844,250,3445.0791,2.0
32.0696,250,3456.4074,0.0
28.5851,250,3467.7022,0.0
31.6295,250,3479.1578,0.0
32.4183,250,3490.6505,1.0
34.7191,250,3502.0322,1.0
33.3202,250,3513.4952,1.0
28.7901,250,3525.0921,0.0
31.1524,250,3536.713,1.0
29.8721,250,3548.1771,0.0
34.1734,250,3561.0389,0.0
29.064,250,3572.1692,0.0
31.4798,250,3583.883,0.0
32.5812,250,3595.3885,1.0
33.5013,250,3606.6775,2.0
33.9276,250,3615.6994,0.0
36.8422,250,3627.0481,3.0
30.0905,250,3638.4462,0.0
37.7446,250,3649.8391,2.0
34.6231,250,3661.4043,1.0
28.513,250,3672.7496,0.0
31.2086,250,3684.0013,1.0
34.9533,250,3695.3688,2.0
34.704,250,3706.8468,2.0
30.6474,250,3718.4435,1.0
33.3217,250,3729.89,1.0
32.5855,250,3741.3734,1.0
31.3682,250,3752.8757,0.0
34.2332,250,3764.5484,2.0
32.2707,250,3776.3232,1.0
29.8711,250,3788.1635,0.0
32.8609,250,3799.6874,1.0
32.4999,250,3811.1581,0.0
34.304,250,3822.7032,1.0
30.4461,250,3834.3889,0.0
31.1974,250,3845.8814,0.0
30.7712,250,3855.0155,1.0
31.9726,250,3866.7686,2.0
29.8148,250,3879.7929,0.0
33.6529,250,3891.3429,2.0
29.3494,250,3903.1393,1.0
32.9391,250,3914.6898,1.0
29.1736,250,3926.2859,0.0
30.7585,250,3938.0444,0.0
32.6649,250,3949.4096,1.0
30.2994,250,3960.8809,0.0
31.4149,250,3972.4236,0.0
32.5204,250,3983.9977,1.0
35.3032,250,3995.5881,2.0
32.5514,250,4007.1031,0.0
29.2465,250,4018.5782,0.0
37.6215,250,4030.1455,2.0
29.3136,250,4041.6251,0.0
33.9052,250,4053.2373,2.0
28.3539,250,4064.847,0.0
34.0515,250,4076.3198,1.0
33.3094,250,4088.0891,1.0
34.0429,250,4097.2268,1.0
31.7977,250,4108.833,0.0
27.6945,250,4120.3378,1.0
28.4828,250,4131.8252,0.0
30.4943,250,4143.4002,0.0
28.8434,250,4155.0068,0.0
34.1666,250,4166.4673,1.0
29.6528,250,4178.2503,0.0
39.2647,250,4190.8532,2.0
34.0168,250,4202.335,1.0
32.9502,250,4213.9477,1.0
31.3478,250,4225.3371,1.0
32.9277,250,4236.9424,1.0
30.6557,250,4248.5212,0.0
31.4253,250,4260.1293,0.0
32.383,250,4271.6804,1.0
30.8363,250,4283.2164,1.0
32.4928,250,4294.9974,0.0
36.7125,250,4306.3824,1.0
39.9533,250,4317.8344,2.0
32.3514,250,4329.2935,0.0
29.3378,250,4340.9104,0.0
33.0986,250,4349.8971,1.0
32.8954,250,4361.389,1.0
37.02,250,4372.7924,2.0
34.9335,250,4384.5217,2.0
30.9199,250,4396.0173,0.0
35.6854,250,4407.4848,0.0
34.1507,250,4418.8355,0.0
37.011,250,4430.2625,2.0
33.0233,250,4441.627,1.0
33.3866,250,4453.065,1.0
30.9764,250,4464.5007,0.0
31.5208,250,4476.0617,0.0
35.0642,250,4487.5422,2.0
30.0882,250,4499.0464,0.0
33.5869,250,4511.9763,1.0
33.0793,250,4523.4048,1.0
29.7732,250,4535.2969,1.0
37.8259,250,4546.8963,1.0
33.2506,250,4558.3552,0.0
32.9811,250,4569.7736,1.0
30.021,250,4581.348,0.0
31.0474,250,4590.5789,0.0
34.4412,250,4602.0427,1.0
31.6854,250,4613.5086,1.0
36.3574,250,4625.0066,1.0
34.2352,250,4636.6118,1.0
34.0691,250,4648.1225,0.0
30.2176,250,4659.6518,0.0
35.8798,250,4671.108,1.0
34.4122,250,4682.7192,1.0
30.4998,250,4694.1478,0.0
33.1503,250,4705.7251,0.0
31.4301,250,4717.4758,0.0
31.7381,250,4729.0297,0.0
32.1281,250,4740.9361,0.0
35.8205,250,4752.4652,1.0
40.7351,250,4763.958,5.0
30.4318,250,4775.7275,0.0
31.3877,250,4787.6947,0.0
30.8825,250,4799.4599,0.0
35.0041,250,4811.111,1.0
32.2493,250,4823.7703,1.0
30.0909,250,4832.9513,0.0
33.0714,250,4844.5282,0.0
36.9733,250,4855.9704,1.0
32.0854,250,4867.7733,0.0
33.632,250,4879.3004,0.0
31.857,250,4890.7795,1.0
28.0633,250,4902.4078,0.0
28.6376,250,4914.2849,0.0
31.3534,250,4926.1929,1.0
31.4482,250,4937.7799,0.0
33.5045,250,4949.3795,1.0
29.8614,250,4960.9809,0.0
31.5573,250,4972.4854,0.0
31.2815,250,4984.0971,0.0
34.1289,250,4995.6863,1.0
34.6444,250,5007.3306,0.0
33.4656,250,5018.8336,0.0
31.494,250,5030.2795,0.0
35.5625,250,5041.7401,1.0
32.5531,250,5053.2655,0.0
32.1465,250,5064.7779,0.0
35.788,250,5076.2876,0.0
29.4117,250,5085.2772,0.0
38.8657,250,5096.6313,2.0
32.0774,250,5108.2317,0.0
31.0973,250,5119.5366,0.0
34.3383,250,5130.973,1.0
38.6415,250,5143.7591,2.0
36.2734,250,5155.0672,1.0
32.9397,250,5166.3388,0.0
38.9787,250,5177.803,1.0
31.2531,250,5189.2165,0.0
31.4509,250,5200.7657,0.0
32.9902,250,5213.578,0.0
34.9871,250,5225.3997,1.0
36.8223,250,5236.8646,0.0
32.3357,250,5248.3816,0.0
37.1577,250,5260.0258,1.0
31.6273,250,5271.5847,0.0
37.1953,250,5283.0612,1.0
32.7515,250,5294.5809,0.0
38.9304,250,5306.2091,2.0
34.8053,250,5317.8789,1.0
32.4758,250,5327.0612,1.0
34.7765,250,5338.733,3.0
36.1271,250,5350.334,1.0
34.8225,250,5361.8258,0.0
32.9596,250,5373.245,1.0
35.9594,250,5385.0374,1.0
38.1715,250,5396.4041,2.0
35.6949,250,5407.7685,1.0
31.6873,250,5419.2361,0.0
34.6273,250,5430.715,0.0
43.7576,250,5442.296,3.0
34.2248,250,5454.5492,0.0
30.2565,250,5466.6471,0.0
32.4318,250,5478.1802,0.0
32.2276,250,5489.7459,0.0
35.0973,250,5501.4457,1.0
37.49,250,5512.8686,2.0
31.7386,250,5524.3442,0.0
32.4252,250,5535.9657,0.0
33.8281,250,5547.4736,0.0
34.9983,250,5559.1525,0.0
30.3736,250,5568.4408,1.0
32.9544,250,5580.1207,0.0
35.0821,250,5591.6489,0.0
31.4826,250,5603.225,0.0
32.1747,250,5614.7734,0.0
35.3605,250,5626.0722,1.0
30.8129,250,5637.6982,0.0
34.3177,250,5649.097,0.0
33.2002,250,5660.5028,0.0
36.2922,250,5672.0235,1.0
31.4509,250,5683.4584,0.0
35.7141,250,5695.078,1.0
33.6967,250,5706.7896,0.0
37.9663,250,5718.3284,1.0
34.504,250,5729.8849,1.0
32.6427,250,5741.6266,0.0
37.8677,250,5753.0757,3.0
34.2356,250,5764.5849,1.0
34.1309,250,5777.4712,1.0
34.5037,250,5788.8976,1.0
33.0645,250,5800.3166,0.0
36.8189,250,5811.6948,1.0
34.6336,250,5820.8554,0.0
35.6849,250,5832.1633,0.0
36.0929,250,5843.5206,1.0
33.1529,250,5854.9801,0.0
39.0226,250,5866.2964,1.0
35.06,250,5877.702,1.0
35.6594,250,5889.1004,1.0
36.6012,250,5900.6491,1.0
34.6296,250,5911.9661,0.0
35.9198,250,5923.5566,0.0
36.3911,250,5935.06,0.0
32.7248,250,5946.8143,0.0
36.309,250,5958.3697,1.0
36.75,250,5969.902,1.0
36.4313,250,5981.6059,2.0
36.7441,250,5993.0854,2.0
33.6367,250,6004.6306,0.0
37.3337,250,6016.0247,1.0
38.4556,250,6027.5214,2.0
35.059,250,6039.0899,0.0
33.7262,250,6050.4748,0.0
35.0794,250,6059.599,0.0
36.097,250,6070.8918,1.0
34.7042,250,6082.5486,0.0
35.8462,250,6095.1583,0.0
36.4043,250,6106.6667,1.0
37.0674,250,6118.0316,1.0
36.4252,250,6129.3971,2.0
32.8781,250,6140.8444,0.0
35.6108,250,6152.4821,1.0
38.7864,250,6163.898,1.0
33.1839,250,6175.4202,0.0
31.7965,250,6187.2221,0.0
37.4281,250,6198.8751,2.0
32.972,250,6210.417,0.0
36.1839,250,6221.9637,1.0
39.5373,250,6233.5011,2.0
41.8674,250,6244.9325,2.0
39.8323,250,6256.3534,2.0
37.5366,250,6267.8952,1.0
33.8136,250,6279.3841,0.0
32.9599,250,6290.8733,0.0
39.8249,250,6299.9421,2.0
36.883,250,6311.3247,0.0
35.7055,250,6322.7452,0.0
36.7733,250,6334.2076,0.0
38.4937,250,6345.6433,2.0
43.5149,250,6357.0559,3.0
36.3057,250,6368.4626,1.0
34.4057,250,6379.9493,0.0
39.4942,250,6391.7426,2.0
36.6113,250,6404.3108,0.0
39.5879,250,6416.0678,2.0
35.823,250,6427.8059,1.0
32.7054,250,6439.3922,0.0
38.2317,250,6450.8839,1.0
37.4302,250,6462.4914,2.0
35.0665,250,6473.975,1.0
34.4855,250,6485.4758,0.0
38.8955,250,6496.9855,2.0
36.2273,250,6508.5125,1.0
35.7047,250,6519.9604,0.0
35.656,250,6531.5143,0.0
37.5868,250,6543.1334,1.0
36.7579,250,6552.1803,1.0
36.1277,250,6563.5967,0.0
39.2615,250,6575.0616,1.0
37.9577,250,6586.7768,1.0
35.6099,250,6598.3209,0.0
33.7537,250,6609.8033,0.0
34.4049,250,6621.3156,1.0
36.0868,250,6632.7652,1.0
38.5843,250,6644.2929,1.0
33.081,250,6655.837,0.0
34.2975,250,6667.4971,0.0
30.5456,250,6679.0319,0.0
35.1316,250,6690.6905,0.0
36.5347,250,6702.1476,0.0
36.1211,250,6713.5676,0.0
33.1239,250,6726.3481,0.0
33.8274,250,6737.7788,0.0
41.5978,250,6749.4284,4.0
34.5942,250,6760.9619,0.0
38.6863,250,6772.4409,2.0
34.8625,250,6784.0303,1.0
34.4947,250,6793.105,0.0
34.5271,250,6804.4731,1.0
35.8501,250,6815.9452,0.0
36.6481,250,6827.4237,1.0
37.7276,250,6838.907,2.0
37.3629,250,6850.3879,2.0
39.7012,250,6861.831,1.0
34.7218,250,6873.4403,0.0
35.3343,250,6884.7909,0.0
36.7618,250,6896.194,0.0
37.9893,250,6907.8269,1.0
35.9305,250,6919.2244,1.0
38.2662,250,6930.778,1.0
37.3289,250,6942.4764,1.0
36.8037,250,6953.9563,1.0
36.7445,250,6965.3629,1.0
39.1693,250,6976.9062,2.0
33.3795,250,6988.9453,0.0
35.2353,250,7001.7542,0.0
31.622,250,7013.2261,0.0
39.3781,250,7025.1013,1.0
40.9158,250,7034.8753,2.0
34.856,250,7046.8832,0.0
38.5645,250,7058.5196,1.0
37.3619,250,7069.8919,1.0
34.182,250,7081.3434,0.0
38.9625,250,7092.8549,0.0
36.081,250,7104.2593,0.0
38.575,250,7115.6369,2.0
40.8073,250,7127.0635,1.0
39.8953,250,7138.7431,2.0
36.7931,250,7150.2189,1.0
36.6767,250,7161.7573,0.0
36.064,250,7173.2951,0.0
34.0977,250,7185.0415,0.0
40.8934,250,7196.5204,2.0
34.8431,250,7207.9922,0.0
39.4136,250,7219.5926,1.0
35.0124,250,7231.1813,0.0
35.3883,250,7242.7999,0.0
35.0215,250,7254.3992,0.0
35.3227,250,7266.1125,0.0
38.7173,250,7277.6888,1.0
38.0768,250,7286.7909,1.0
37.2473,250,7298.3796,1.0
35.7895,250,7309.8603,0.0
40.2991,250,7321.246,2.0
40.7891,250,7332.6424,2.0
39.7408,250,7344.2901,1.0
36.975,250,7357.1958,0.0
37.3017,250,7368.3751,1.0
37.2546,250,7380.0439,0.0
35.9699,250,7391.5158,0.0
36.1177,250,7402.9666,0.0
38.2875,250,7414.5644,1.0
41.5714,250,7426.1424,3.0
41.907,250,7437.6053,3.0
35.7936,250,7449.2387,0.0
39.6347,250,7460.7193,2.0
37.3747,250,7472.1509,1.0
40.2317,250,7483.6557,2.0
40.4017,250,7495.1267,2.0
38.2415,250,7506.8283,1.0
40.8036,250,7518.3863,2.0
35.4028,250,7527.5239,0.0
35.3577,250,7539.1907,0.0
38.1223,250,7550.7537,1.0
40.4117,250,7562.2228,2.0
35.3353,250,7573.8459,1.0
35.1717,250,7585.331,0.0
40.4947,250,7596.9732,2.0
38.1617,250,7608.5334,1.0
37.1282,250,7620.1956,1.0
38.9342,250,7631.8507,1.0
37.3524,250,7643.2428,0.0
37.9533,250,7654.779,1.0
36.5746,250,7666.771,0.0
38.6537,250,7679.0711,1.0
38.2004,250,7690.6356,1.0
35.515,250,7702.2317,0.0
35.2527,250,7713.8638,0.0
34.4745,250,7725.4793,0.0
32.9451,250,7737.1444,0.0
42.7153,250,7748.8125,2.0
44.0203,250,7760.7493,3.0
34.6366,250,7771.143,0.0
36.2144,250,7782.8317,1.0
39.4299,250,7794.1501,2.0
34.4183,250,7805.5501,0.0
35.0468,250,7816.9451,1.0
38.8293,250,7828.4103,1.0
36.9634,250,7839.9182,1.0
38.1577,250,7851.6619,1.0
35.9318,250,7863.1661,0.0
40.1208,250,7874.6033,2.0
45.2534,250,7886.0566,4.0
37.3684,250,7897.5347,0.0
40.429,250,7909.0476,2.0
39.4509,250,7920.5867,2.0
42.1259,250,7932.0166,2.0
37.6197,250,7943.4169,1.0
35.1621,250,7954.9348,0.0
38.4654,250,7966.553,1.0
37.7153,250,7978.0585,0.0
36.6838,250,7989.6223,1.0
45.6125,250,8001.0681,4.0
36.5792,250,8012.4869,0.0
34.9795,250,8021.5397,0.0
33.5129,250,8033.0236,0.0
37.891,250,8044.4845,0.0
35.3253,250,8055.8714,0.0
39.6443,250,8068.612,2.0
35.962,250,8080.4702,0.0
31.9999,250,8091.9484,0.0
43.0203,250,8103.6341,3.0
34.076,250,8115.0812,0.0
43.814,250,8128.589,3.0
37.0465,250,8140.4468,0.0
33.4785,250,8151.9318,0.0
35.1577,250,8163.3589,0.0
38.1949,250,8174.8376,1.0
35.7661,250,8186.3777,0.0
36.0153,250,8198.486,0.0
36.5085,250,8210.0294,0.0
42.1492,250,8221.7158,2.0
41.573,250,8233.1799,2.0
35.7151,250,8244.6822,0.0
39.9699,250,8256.5191,2.0
44.0873,250,8265.539,3.0
38.28,250,8276.9285,1.0
41.6949,250,8288.3957,2.0
37.7347,250,8299.8274,0.0
39.2237,250,8311.2235,1.0
40.768,250,8322.9752,2.0
37.7463,250,8334.519,0.0
39.7755,250,8346.2236,1.0
50.8568,250,8357.5374,6.0
38.657,250,8368.9091,0.0
37.0047,250,8381.7811,0.0
39.9806,250,8394.9947,1.0
35.0669,250,8406.6941,0.0
39.3032,250,8418.0521,2.0
39.6944,250,8429.5081,1.0
34.1915,250,8440.8965,0.0
37.7502,250,8452.3594,0.0
40.5605,250,8463.8407,1.0
37.4296,250,8475.4137,0.0
40.4031,250,8486.9057,1.0
40.8283,250,8498.5147,2.0
36.2438,250,8507.5783,0.0
41.7326,250,8518.9131,2.0
37.1306,250,8530.2526,0.0
37.9998,250,8541.7535,1.0
42.2258,250,8553.2938,2.0
40.7875,250,8564.6109,2.0
39.022,250,8576.0087,1.0
33.6595,250,8587.5755,0.0
40.7789,250,8599.0333,1.0
40.3658,250,8610.4657,2.0
39.5335,250,8621.9114,1.0
40.9154,250,8633.3203,2.0
34.4987,250,8644.8641,0.0
39.1559,250,8656.4194,1.0
36.2423,250,8667.8941,0.0
42.2449,250,8679.4023,2.0
41.2314,250,8691.0502,2.0
37.7778,250,8704.0037,0.0
43.5796,250,8715.6605,3.0
43.0668,250,8727.2728,3.0
40.7387,250,8738.8524,1.0
38.2164,250,8750.3403,1.0
37.2097,250,8759.4571,0.0
42.7143,250,8772.4678,3.0
37.7396,250,8783.7597,0.0
39.6732,250,8795.1992,1.0
44.2472,250,8806.8109,3.0
36.5152,250,8818.2596,0.0
40.1667,250,8829.5849,2.0
39.262,250,8841.0892,1.0
38.8203,250,8852.6883,1.0
39.5677,250,8864.2364,1.0
36.0011,250,8875.671,0.0
37.5846,250,8887.1666,0.0
34.9246,250,8898.6765,0.0
36.8556,250,8910.1781,0.0
38.5877,250,8921.6059,0.0
37.2375,250,8933.1782,0.0
40.3543,250,8944.9081,1.0
39.6283,250,8956.377,1.0
37.4417,250,8967.8984,0.0
42.899,250,8979.3504,3.0
38.8395,250,8990.9754,1.0
39.5477,250,9000.8199,1.0
41.0294,250,9013.1674,1.0
37.2075,250,9024.8902,0.0
38.2211,250,9036.4726,1.0
42.2254,250,9047.9525,2.0
40.9008,250,9059.5235,2.0
35.8306,250,9071.0461,0.0
41.384,250,9082.4065,2.0
38.8972,250,9093.9786,0.0
40.2441,250,9105.3461,2.0
40.7578,250,9116.7198,2.0
41.0193,250,9128.2153,2.0
40.3287,250,9139.6215,2.0
38.016,250,9151.2403,1.0
38.1287,250,9162.6801,2.0
41.7031,250,9174.3158,1.0
39.6854,250,9186.1473,1.0
40.1913,250,9197.8074,2.0
45.5749,250,9209.2116,3.0
42.8976,250,9220.7689,2.0
38.5146,250,9232.1216,0.0
37.3772,250,9241.2582,0.0
39.4397,250,9252.6607,1.0
