#{"t_start": 1555726407.9560165, "env_id": "Catcher3d-v1"}
r,l,t,scoring_reward
28.7463,250,1096.8761,1.0
25.8605,250,1108.0196,0.0
26.9139,250,1119.1041,1.0
32.2964,250,1129.9515,1.0
30.1416,250,1141.2098,1.0
24.7049,250,1152.3087,0.0
25.4146,250,1163.2265,0.0
28.2178,250,1174.5137,0.0
24.81,250,1185.7436,0.0
27.5178,250,1197.0444,0.0
27.9017,250,1205.7553,1.0
27.8489,250,1216.6661,1.0
32.7697,250,1227.7771,2.0
29.8292,250,1238.684,0.0
31.5498,250,1249.5961,1.0
27.9945,250,1260.7948,0.0
30.5604,250,1271.8279,1.0
28.9911,250,1282.7787,0.0
28.6358,250,1293.892,0.0
34.3678,250,1304.7519,2.0
29.8447,250,1315.7779,0.0
28.1237,250,1326.8337,0.0
26.9563,250,1338.4148,0.0
27.3148,250,1350.1847,0.0
33.2361,250,1361.1775,2.0
29.8784,250,1372.3463,1.0
26.1254,250,1383.5581,1.0
30.1957,250,1394.5438,0.0
31.3487,250,1405.5947,1.0
25.0108,250,1416.9076,0.0
24.9572,250,1427.9898,0.0
26.1358,250,1439.1706,0.0
33.7417,250,1447.6366,2.0
31.3168,250,1458.734,1.0
32.6992,250,1469.9735,2.0
28.8116,250,1481.1975,1.0
27.3884,250,1492.1892,1.0
27.4607,250,1503.4871,0.0
34.2279,250,1514.5366,1.0
30.6236,250,1525.5507,0.0
34.8501,250,1536.9618,3.0
33.9848,250,1547.9977,3.0
25.8694,250,1559.2944,0.0
25.9865,250,1570.6561,0.0
31.6776,250,1581.9145,1.0
29.2853,250,1593.1558,0.0
28.2775,250,1604.3785,0.0
29.5698,250,1616.7445,1.0
30.8334,250,1627.6227,2.0
29.3758,250,1638.6651,1.0
27.8795,250,1649.9248,0.0
28.1726,250,1662.302,0.0
33.0188,250,1673.184,1.0
30.9305,250,1681.9698,0.0
32.1945,250,1693.0942,1.0
31.8682,250,1704.2305,0.0
31.3206,250,1715.2986,2.0
26.071,250,1726.4163,0.0
27.959,250,1737.748,0.0
29.7859,250,1748.876,0.0
27.9641,250,1760.1765,0.0
27.9934,250,1771.6539,0.0
29.8978,250,1782.8596,2.0
27.8601,250,1794.0624,1.0
29.4173,250,1805.3668,0.0
27.7197,250,1816.7619,0.0
24.889,250,1828.025,0.0
27.4988,250,1839.36,0.0
26.5687,250,1850.6389,0.0
27.7892,250,1862.1012,1.0
30.789,250,1873.4128,1.0
30.6939,250,1884.4538,1.0
30.4281,250,1895.8854,1.0
28.7596,250,1907.1436,0.0
29.0812,250,1915.8631,0.0
31.7047,250,1927.1262,2.0
31.9807,250,1938.3352,1.0
29.6543,250,1949.5794,1.0
29.951,250,1960.82,1.0
32.6602,250,1972.6021,0.0
29.0918,250,1984.6551,1.0
30.9942,250,1996.1162,0.0
30.4928,250,2007.5594,0.0
30.9362,250,2018.7028,0.0
33.8278,250,2029.9277,1.0
37.4809,250,2041.1081,2.0
36.5255,250,2052.3121,2.0
31.1483,250,2063.7001,2.0
30.0499,250,2075.3958,1.0
27.968,250,2086.6992,0.0
26.2705,250,2098.168,0.0
33.8435,250,2109.6329,0.0
31.138,250,2120.8907,1.0
29.0575,250,2132.3252,0.0
35.292,250,2143.7247,2.0
28.4983,250,2155.0322,0.0
35.0837,250,2163.8053,2.0
32.2574,250,2175.061,2.0
29.8983,250,2186.2523,1.0
27.0227,250,2197.7371,0.0
27.6633,250,2209.0103,0.0
32.2194,250,2220.301,1.0
28.3425,250,2231.4182,0.0
27.3979,250,2242.7871,0.0
28.9285,250,2254.129,0.0
32.8366,250,2265.4045,1.0
30.9651,250,2276.717,0.0
30.2608,250,2288.5921,0.0
32.1309,250,2300.6211,1.0
36.8851,250,2311.9522,2.0
32.3754,250,2323.2941,1.0
26.7364,250,2334.5883,0.0
30.0868,250,2345.958,1.0
35.5657,250,2357.3224,2.0
30.5639,250,2368.8345,1.0
31.8866,250,2380.4496,3.0
31.2338,250,2391.7835,1.0
37.5058,250,2400.6804,3.0
28.3898,250,2411.8739,0.0
26.921,250,2423.1427,0.0
27.9227,250,2434.4997,0.0
30.2366,250,2445.8628,0.0
27.5024,250,2457.4347,0.0
27.5968,250,2468.8462,1.0
33.2257,250,2480.1268,2.0
33.4889,250,2491.65,2.0
31.281,250,2503.0125,0.0
26.5874,250,2514.3457,0.0
28.4162,250,2525.7837,0.0
28.742,250,2537.1114,0.0
28.2488,250,2548.5056,0.0
30.483,250,2559.8187,1.0
28.0568,250,2571.0937,0.0
29.8057,250,2582.3302,0.0
29.3677,250,2593.6607,0.0
30.6509,250,2605.6158,0.0
27.3732,250,2617.4399,0.0
34.7826,250,2628.7808,2.0
31.0362,250,2637.5146,0.0
31.3895,250,2648.7348,1.0
30.891,250,2659.9819,0.0
28.5506,250,2671.3828,0.0
31.9468,250,2682.7877,0.0
31.2953,250,2694.127,1.0
28.9243,250,2705.5118,0.0
27.4961,250,2716.7825,0.0
28.951,250,2727.9767,0.0
32.3223,250,2739.3997,1.0
30.9224,250,2750.619,1.0
28.8006,250,2761.8732,0.0
29.227,250,2773.2362,0.0
32.3553,250,2784.6187,0.0
31.1106,250,2796.0783,0.0
30.5726,250,2807.5211,0.0
29.668,250,2818.914,0.0
34.9735,250,2830.275,2.0
31.868,250,2841.6144,1.0
30.8966,250,2852.9754,1.0
33.0598,250,2864.4423,1.0
32.9605,250,2875.9002,1.0
31.6352,250,2884.8759,1.0
32.5462,250,2896.1882,1.0
30.7848,250,2907.4999,0.0
30.4711,250,2919.0909,1.0
33.5527,250,2931.4114,1.0
33.4508,250,2943.0595,2.0
32.123,250,2954.499,0.0
29.716,250,2965.7119,0.0
29.1271,250,2977.5792,0.0
31.9822,250,2988.9427,2.0
28.8469,250,3000.3688,0.0
35.4465,250,3011.8522,2.0
31.1416,250,3023.364,1.0
30.2849,250,3034.858,0.0
30.1452,250,3046.388,0.0
33.1613,250,3057.8223,1.0
30.9896,250,3069.3409,0.0
26.6895,250,3080.902,0.0
25.0001,250,3092.5575,0.0
30.1553,250,3104.1409,0.0
30.8106,250,3115.7735,1.0
29.5946,250,3124.8208,0.0
34.0436,250,3136.2995,1.0
34.6667,250,3147.705,1.0
32.2807,250,3159.0432,0.0
31.4923,250,3170.4771,1.0
32.8489,250,3182.2528,1.0
33.6642,250,3193.6143,1.0
33.012,250,3205.0533,1.0
29.3817,250,3216.3332,0.0
31.0429,250,3227.7488,1.0
28.2693,250,3239.9586,0.0
36.9495,250,3251.8238,3.0
32.8897,250,3263.3236,1.0
34.1627,250,3274.7081,0.0
31.86,250,3286.2218,0.0
30.286,250,3297.7698,0.0
30.6257,250,3309.1556,0.0
34.0181,250,3320.6977,1.0
31.9173,250,3332.2647,1.0
32.1737,250,3343.9441,0.0
37.2882,250,3355.3925,3.0
33.9791,250,3364.3668,2.0
37.019,250,3375.7516,2.0
36.5623,250,3387.1366,1.0
27.689,250,3398.6035,0.0
28.2356,250,3409.8741,0.0
31.3742,250,3421.3436,1.0
32.8118,250,3434.1599,0.0
29.9035,250,3445.4254,0.0
30.3098,250,3456.7668,0.0
35.2157,250,3468.0666,1.0
34.2693,250,3479.5233,2.0
37.699,250,3491.0151,2.0
30.4609,250,3502.3972,1.0
28.2805,250,3513.8601,0.0
28.8652,250,3525.4575,0.0
33.6761,250,3537.078,1.0
33.4199,250,3548.5427,1.0
36.3975,250,3561.4027,2.0
32.5053,250,3572.5346,0.0
30.4108,250,3584.2473,0.0
30.3968,250,3595.7538,0.0
30.021,250,3607.0424,0.0
30.5101,250,3616.0654,1.0
35.7743,250,3627.4136,1.0
34.9682,250,3638.815,1.0
35.9261,250,3650.2036,3.0
35.5986,250,3661.7693,2.0
30.3804,250,3673.1168,1.0
30.4553,250,3684.3665,0.0
35.3064,250,3695.7337,2.0
32.8391,250,3707.2086,1.0
28.8729,250,3718.8088,0.0
27.4136,250,3730.2549,0.0
29.5217,250,3741.7354,0.0
31.8012,250,3753.24,0.0
34.0586,250,3764.9134,1.0
33.2553,250,3776.6885,1.0
29.7872,250,3788.5286,0.0
28.0862,250,3800.0523,0.0
32.471,250,3811.5258,0.0
31.2301,250,3823.0682,1.0
31.7881,250,3834.752,0.0
31.2826,250,3846.2455,0.0
32.0966,250,3855.3913,1.0
30.5046,250,3867.1357,0.0
32.7449,250,3880.1573,1.0
32.3795,250,3891.7081,1.0
30.5207,250,3903.5045,0.0
28.772,250,3915.0551,0.0
35.0101,250,3926.6509,2.0
28.8398,250,3938.4035,0.0
33.4581,250,3949.7725,1.0
32.4042,250,3961.2464,1.0
34.6486,250,3972.7886,2.0
34.2147,250,3984.3626,1.0
34.1956,250,3995.953,2.0
32.7775,250,4007.4686,1.0
30.8904,250,4018.9433,0.0
31.9032,250,4030.5105,0.0
33.0566,250,4041.99,0.0
33.6205,250,4053.5962,1.0
27.1409,250,4065.2123,0.0
37.3603,250,4076.6851,2.0
30.5896,250,4088.4544,0.0
30.4588,250,4097.5927,0.0
29.314,250,4109.1965,0.0
29.8918,250,4120.7028,0.0
36.1464,250,4132.1899,2.0
30.0308,250,4143.7615,0.0
33.7874,250,4155.3719,2.0
32.1032,250,4166.8316,1.0
32.4894,250,4178.6008,1.0
32.4732,250,4191.1916,0.0
38.1349,250,4202.699,3.0
30.2795,250,4214.3127,0.0
34.0349,250,4225.6979,1.0
30.2267,250,4237.3068,0.0
33.2597,250,4248.882,0.0
30.3338,250,4260.4953,0.0
33.9743,250,4272.0454,1.0
30.9806,250,4283.5811,0.0
33.7125,250,4295.3577,1.0
30.9066,250,4306.7466,0.0
33.5887,250,4318.1998,0.0
32.4335,250,4329.6592,0.0
29.0879,250,4341.2753,1.0
27.1842,250,4350.2622,0.0
31.8676,250,4361.7592,0.0
32.5322,250,4373.1569,0.0
35.4594,250,4384.8868,2.0
31.2717,250,4396.382,0.0
35.5132,250,4407.8483,1.0
31.7812,250,4419.201,0.0
33.9689,250,4430.6278,0.0
34.6681,250,4441.9911,1.0
37.1347,250,4453.4303,1.0
34.3453,250,4464.87,1.0
29.9839,250,4476.4278,0.0
33.88,250,4487.9072,1.0
31.1672,250,4499.4078,0.0
31.6719,250,4512.3418,0.0
30.0992,250,4523.7697,0.0
29.1309,250,4535.6619,0.0
34.5591,250,4547.2615,0.0
32.8307,250,4558.7193,1.0
30.6533,250,4570.1389,0.0
32.7379,250,4581.7126,0.0
32.6121,250,4590.9443,0.0
33.0855,250,4602.4079,0.0
36.7519,250,4613.8739,2.0
32.1817,250,4625.3716,1.0
33.9287,250,4636.9791,1.0
35.1625,250,4648.4875,2.0
31.7324,250,4660.0168,0.0
36.5439,250,4671.4686,1.0
30.6804,250,4683.0872,0.0
35.8227,250,4694.5128,2.0
31.6828,250,4706.0895,0.0
32.3093,250,4717.8408,1.0
28.908,250,4729.395,0.0
31.616,250,4741.3011,0.0
33.78,250,4752.8299,1.0
36.297,250,4764.3247,2.0
29.2825,250,4776.0932,0.0
33.5064,250,4788.0601,1.0
30.6074,250,4799.8242,0.0
36.6467,250,4811.4764,1.0
32.135,250,4824.1353,0.0
33.035,250,4833.3192,0.0
32.336,250,4844.9081,0.0
32.1727,250,4856.3414,0.0
39.5359,250,4868.139,2.0
33.5422,250,4879.6602,1.0
33.056,250,4891.1439,0.0
34.7352,250,4902.7721,1.0
30.1627,250,4914.6494,0.0
33.6527,250,4926.5684,1.0
31.7896,250,4938.1442,1.0
30.3814,250,4949.7445,0.0
30.6907,250,4961.3453,0.0
33.3817,250,4972.8504,0.0
30.7731,250,4984.4621,0.0
33.7766,250,4996.0516,0.0
32.677,250,5007.696,0.0
32.6683,250,5019.1989,0.0
35.1479,250,5030.6449,1.0
32.0604,250,5042.104,0.0
31.7088,250,5053.6266,0.0
31.3423,250,5065.1428,0.0
37.2213,250,5076.6531,2.0
31.4165,250,5085.6425,0.0
35.4037,250,5096.9964,1.0
35.5303,250,5108.597,1.0
31.408,250,5119.9005,0.0
36.3533,250,5131.3381,1.0
34.686,250,5144.1242,1.0
38.3571,250,5155.4327,2.0
32.521,250,5166.7031,0.0
33.7194,250,5178.1684,0.0
31.7389,250,5189.581,0.0
33.9356,250,5201.1307,1.0
32.8288,250,5213.9422,1.0
34.2721,250,5225.7644,0.0
40.161,250,5237.23,2.0
37.3828,250,5248.747,1.0
35.1589,250,5260.3908,0.0
34.696,250,5271.9501,0.0
32.3709,250,5283.4261,0.0
35.7937,250,5294.944,1.0
36.0179,250,5306.5741,2.0
35.2731,250,5318.2442,1.0
31.6208,250,5327.4267,0.0
28.7269,250,5339.0953,0.0
34.4529,250,5350.698,0.0
34.5544,250,5362.1912,1.0
37.9994,250,5373.6101,2.0
31.7323,250,5385.4025,0.0
33.5765,250,5396.7682,0.0
34.7887,250,5408.1329,1.0
37.3713,250,5419.6011,1.0
38.5565,250,5431.079,1.0
33.1494,250,5442.661,0.0
34.2536,250,5454.9142,0.0
29.9822,250,5467.0121,0.0
34.5105,250,5478.5452,1.0
33.8604,250,5490.1114,0.0
31.6048,250,5501.811,0.0
38.9791,250,5513.2341,2.0
39.4825,250,5524.7098,2.0
31.4541,250,5536.3307,0.0
35.8947,250,5547.8386,1.0
37.1521,250,5559.518,1.0
33.268,250,5568.8062,0.0
36.7286,250,5580.4849,1.0
34.3301,250,5592.0142,0.0
35.7686,250,5603.5903,1.0
38.3412,250,5615.1387,1.0
32.9386,250,5626.4375,0.0
35.4929,250,5638.0641,0.0
39.0359,250,5649.4621,1.0
33.9056,250,5660.8673,1.0
42.0304,250,5672.3888,3.0
35.9614,250,5683.8178,1.0
35.2515,250,5695.443,1.0
34.4386,250,5707.1512,0.0
34.9993,250,5718.6885,1.0
35.2667,250,5730.2498,0.0
35.0209,250,5741.9917,1.0
31.1421,250,5753.4407,0.0
38.742,250,5764.9466,2.0
33.6348,250,5777.8359,0.0
34.7915,250,5789.2641,1.0
32.9914,250,5800.6816,0.0
39.2034,250,5812.0598,2.0
38.3898,250,5821.2205,1.0
34.6978,250,5832.5272,1.0
33.2607,250,5843.8851,0.0
39.574,250,5855.3442,2.0
37.2143,250,5866.6598,1.0
39.2391,250,5878.0661,2.0
35.4476,250,5889.4657,1.0
33.794,250,5901.0124,0.0
36.1105,250,5912.3272,0.0
31.2433,250,5923.916,0.0
32.5779,250,5935.4259,0.0
39.1073,250,5947.1796,2.0
37.9159,250,5958.7348,1.0
33.8792,250,5970.2626,0.0
34.0919,250,5981.9709,0.0
34.9702,250,5993.4505,0.0
39.0865,250,6004.9955,2.0
39.6706,250,6016.3846,2.0
34.4499,250,6027.8865,0.0
38.6721,250,6039.4517,2.0
36.8493,250,6050.8394,0.0
36.102,250,6059.9636,0.0
36.4236,250,6071.2564,0.0
32.3338,250,6082.9128,0.0
38.2342,250,6095.5226,2.0
37.402,250,6107.0314,0.0
33.1809,250,6118.3968,0.0
34.5344,250,6129.7624,0.0
31.1951,250,6141.2095,0.0
34.7561,250,6152.8385,0.0
31.4788,250,6164.2621,0.0
31.1719,250,6175.7842,0.0
36.9956,250,6187.5868,2.0
36.1359,250,6199.243,1.0
42.923,250,6210.7819,3.0
35.1798,250,6222.3279,1.0
35.3373,250,6233.8662,0.0
37.3558,250,6245.2975,1.0
34.8181,250,6256.7185,0.0
33.2762,250,6268.2602,0.0
35.3662,250,6279.7396,1.0
32.8262,250,6291.2388,0.0
33.9057,250,6300.3055,1.0
36.4251,250,6311.6905,0.0
33.9034,250,6323.1101,0.0
36.3695,250,6334.5738,1.0
35.7081,250,6346.0062,0.0
35.7897,250,6357.4209,1.0
36.5033,250,6368.8298,0.0
32.1506,250,6380.314,0.0
32.4181,250,6392.1077,0.0
37.2637,250,6404.6736,1.0
33.496,250,6416.4296,0.0
35.64,250,6428.1712,0.0
37.8616,250,6439.7513,1.0
34.5079,250,6451.2495,0.0
37.0464,250,6462.8566,1.0
37.2757,250,6474.341,1.0
37.8626,250,6485.8411,1.0
36.093,250,6497.3504,1.0
36.3506,250,6508.8774,1.0
38.7921,250,6520.3279,1.0
37.6418,250,6531.8793,1.0
36.6999,250,6543.4983,1.0
40.0754,250,6552.5454,2.0
38.5828,250,6563.9552,2.0
35.1058,250,6575.4272,0.0
38.9581,250,6587.142,1.0
32.2701,250,6598.6859,0.0
32.8798,250,6610.1701,0.0
32.1544,250,6621.681,0.0
35.8577,250,6633.1306,1.0
35.0219,250,6644.6577,0.0
35.5023,250,6656.2016,0.0
35.4094,250,6667.862,0.0
35.1839,250,6679.3968,0.0
38.8491,250,6691.0579,1.0
40.5037,250,6702.5133,2.0
34.4056,250,6713.9293,0.0
34.2808,250,6726.7144,0.0
38.6849,250,6738.1435,2.0
37.5047,250,6749.7938,2.0
37.4714,250,6761.3271,1.0
36.2318,250,6772.8058,2.0
36.0152,250,6784.3946,1.0
36.7852,250,6793.4711,1.0
36.9773,250,6804.8612,2.0
34.6301,250,6816.3102,0.0
35.8461,250,6827.794,0.0
34.5183,250,6839.2722,0.0
38.7858,250,6850.7648,1.0
37.0546,250,6862.1917,1.0
36.3376,250,6873.8072,1.0
35.9062,250,6885.156,0.0
35.7096,250,6896.5591,0.0
36.953,250,6908.1915,0.0
31.925,250,6919.5895,0.0
35.9999,250,6931.143,0.0
35.178,250,6942.8408,1.0
37.1755,250,6954.3208,1.0
32.6057,250,6965.7279,0.0
36.2637,250,6977.2673,0.0
34.8009,250,6989.312,0.0
37.2144,250,7002.1219,0.0
37.3675,250,7013.5911,1.0
35.5811,250,7025.4654,0.0
35.6578,250,7035.2413,0.0
35.4179,250,7047.2469,0.0
36.9076,250,7058.8843,0.0
35.9711,250,7070.2543,0.0
34.6719,250,7081.7081,0.0
35.4456,250,7093.22,0.0
36.6862,250,7104.6238,1.0
36.6185,250,7116.0019,0.0
36.3417,250,7127.4205,0.0
39.6966,250,7139.1082,1.0
37.4537,250,7150.5842,1.0
38.4907,250,7162.1215,1.0
43.2391,250,7173.6608,2.0
32.3748,250,7185.4062,0.0
35.9724,250,7196.8852,0.0
38.4724,250,7208.3552,2.0
35.7141,250,7219.958,1.0
35.261,250,7231.5464,0.0
34.6465,250,7243.1654,1.0
35.8028,250,7254.7635,1.0
42.2427,250,7266.4777,2.0
37.8693,250,7278.0538,1.0
33.7033,250,7287.1559,0.0
32.7924,250,7298.7446,0.0
40.5732,250,7310.2203,2.0
37.3519,250,7321.6143,0.0
36.8246,250,7333.0075,0.0
34.9901,250,7344.6509,0.0
37.5312,250,7357.561,1.0
35.0433,250,7368.7401,0.0
35.9615,250,7380.402,0.0
35.0454,250,7391.8761,0.0
38.6113,250,7403.3303,1.0
33.7574,250,7414.9288,0.0
37.8714,250,7426.5077,1.0
38.8883,250,7437.9702,1.0
35.8472,250,7449.6034,1.0
34.093,250,7461.0826,0.0
32.7146,250,7472.5162,0.0
34.9336,250,7484.019,0.0
36.4055,250,7495.4926,0.0
35.5447,250,7507.1925,0.0
37.1768,250,7518.7512,1.0
39.552,250,7527.8913,2.0
37.5648,250,7539.5558,1.0
37.667,250,7551.1187,0.0
36.8975,250,7562.5874,1.0
38.0174,250,7574.2112,1.0
39.5792,250,7585.6999,1.0
34.1956,250,7597.3386,0.0
34.699,250,7608.8987,0.0
38.4828,250,7620.5606,1.0
35.4863,250,7632.2158,0.0
40.7364,250,7643.6072,2.0
37.3297,250,7655.1433,1.0
36.9184,250,7667.1359,0.0
41.7638,250,7679.4369,3.0
38.4712,250,7691.0006,1.0
35.8713,250,7702.5977,0.0
37.0944,250,7714.2288,0.0
38.067,250,7725.8442,1.0
35.881,250,7737.5093,0.0
36.2905,250,7749.1752,1.0
41.4961,250,7761.1132,2.0
33.7733,250,7771.5022,1.0
36.3438,250,7783.189,0.0
36.0698,250,7794.516,0.0
38.2559,250,7805.9135,1.0
33.8098,250,7817.3122,0.0
37.8151,250,7828.7778,1.0
37.354,250,7840.2838,1.0
36.6228,250,7852.027,1.0
43.4942,250,7863.5279,3.0
34.81,250,7874.9683,0.0
38.1623,250,7886.4207,2.0
36.0724,250,7897.8992,0.0
36.008,250,7909.4129,1.0
39.5239,250,7920.9518,2.0
37.1368,250,7932.3817,0.0
40.9736,250,7943.7819,2.0
36.9391,250,7955.3003,0.0
40.6381,250,7966.9184,2.0
33.63,250,7978.4235,0.0
39.436,250,7989.9874,1.0
39.3163,250,8001.4331,1.0
35.1249,250,8012.8519,0.0
41.7074,250,8021.9055,2.0
37.5687,250,8033.3963,0.0
37.1357,250,8044.8487,1.0
41.8691,250,8056.2363,2.0
36.4461,250,8068.9775,1.0
34.1538,250,8080.8069,0.0
38.3908,250,8092.2956,1.0
37.522,250,8103.9994,1.0
35.5722,250,8115.4463,0.0
38.0131,250,8128.9543,0.0
41.0229,250,8140.8118,2.0
40.9252,250,8152.2972,2.0
40.8075,250,8163.7239,1.0
36.2072,250,8175.2025,0.0
38.3096,250,8186.7432,1.0
39.008,250,8198.8507,1.0
45.3236,250,8210.3944,4.0
34.1705,250,8222.0812,0.0
42.7938,250,8233.5442,2.0
44.3285,250,8245.0475,3.0
42.9463,250,8256.8837,3.0
37.4278,250,8265.8982,0.0
35.4468,250,8277.2935,0.0
35.2819,250,8288.7603,0.0
44.9479,250,8300.1925,3.0
36.4975,250,8311.5896,0.0
38.2995,250,8323.3403,1.0
36.1379,250,8334.8846,0.0
36.5615,250,8346.5887,1.0
38.032,250,8357.9085,0.0
42.3955,250,8369.2744,2.0
37.5156,250,8382.1502,1.0
37.991,250,8395.3601,1.0
40.4214,250,8407.0585,2.0
39.5943,250,8418.4142,1.0
35.1477,250,8429.8714,1.0
36.7126,250,8441.2611,1.0
38.9089,250,8452.7244,1.0
39.3973,250,8464.2057,1.0
37.1473,250,8475.7786,0.0
36.9806,250,8487.2784,0.0
36.064,250,8498.8796,0.0
39.701,250,8507.9434,1.0
40.602,250,8519.2781,1.0
36.7814,250,8530.6047,0.0
39.3998,250,8542.1189,1.0
41.002,250,8553.6662,1.0
37.8751,250,8564.9759,0.0
43.3662,250,8576.3742,2.0
36.9369,250,8587.9405,1.0
37.6155,250,8599.398,0.0
41.7325,250,8610.8311,2.0
38.547,250,8622.2764,0.0
44.8446,250,8633.6854,3.0
37.4964,250,8645.2293,1.0
36.2677,250,8656.7844,0.0
38.7002,250,8668.2591,1.0
40.6519,250,8679.7673,2.0
38.8764,250,8691.4153,1.0
46.0586,250,8704.3687,4.0
40.3316,250,8716.0256,1.0
36.1351,250,8727.6382,0.0
42.2511,250,8739.2171,2.0
43.683,250,8750.7054,3.0
39.8742,250,8759.8202,1.0
40.3756,250,8772.8353,1.0
40.2219,250,8784.1243,1.0
43.4185,250,8795.5593,2.0
41.6064,250,8807.1752,2.0
37.6195,250,8818.6243,1.0
41.5664,250,8829.9503,1.0
36.4975,250,8841.4542,0.0
42.5687,250,8853.053,3.0
49.1376,250,8864.5974,5.0
39.3554,250,8876.0355,1.0
36.9115,250,8887.5308,0.0
39.2348,250,8899.0414,1.0
39.7698,250,8910.5371,1.0
38.5495,250,8921.9712,1.0
41.8958,250,8933.5383,3.0
42.2704,250,8945.273,2.0
36.5477,250,8956.7416,0.0
39.4736,250,8968.2631,1.0
44.4659,250,8979.7147,4.0
46.697,250,8991.3409,4.0
42.5541,250,9001.1862,2.0
40.0726,250,9013.5207,2.0
46.1532,250,9025.2273,4.0
44.7725,250,9036.8396,4.0
36.2348,250,9048.3175,0.0
37.1357,250,9059.8633,0.0
39.331,250,9071.4106,1.0
36.6242,250,9082.7717,0.0
43.8534,250,9094.3426,4.0
38.7192,250,9105.7106,1.0
47.039,250,9117.0851,4.0
42.6965,250,9128.5829,2.0
45.1127,250,9139.9865,3.0
39.3946,250,9151.6044,2.0
42.9187,250,9163.0454,2.0
38.8168,250,9174.6808,1.0
41.1268,250,9186.513,1.0
40.2612,250,9198.1724,1.0
40.5199,250,9209.576,3.0
41.0867,250,9221.1333,2.0
40.2431,250,9232.487,1.0
35.7683,250,9241.619,0.0
38.902,250,9253.0265,1.0
41.3872,250,9264.4983,2.0
