#{"t_start": 1555726408.2034862, "env_id": "Catcher3d-v1"}
r,l,t,scoring_reward
31.5238,250,629.8648,3.0
26.5408,250,639.479,0.0
26.2866,250,649.0335,0.0
27.8542,250,659.6736,0.0
27.3993,250,670.965,0.0
29.8057,250,681.8789,0.0
29.5279,250,692.9439,0.0
26.5008,250,704.5359,0.0
26.7541,250,716.5414,0.0
31.0047,250,728.67,0.0
34.1677,250,739.4314,2.0
31.4742,250,747.8097,2.0
30.5828,250,758.4301,2.0
30.1343,250,769.0608,1.0
28.8484,250,779.8441,2.0
33.0179,250,790.8221,2.0
23.4522,250,801.711,0.0
30.2708,250,812.552,1.0
27.3838,250,823.351,0.0
27.4998,250,834.3307,0.0
27.1633,250,845.194,0.0
28.4598,250,856.0128,1.0
26.4177,250,866.8702,0.0
28.7755,250,878.0561,0.0
24.2656,250,888.9389,0.0
29.2284,250,899.865,0.0
28.5858,250,910.9294,0.0
25.7179,250,922.03,0.0
28.4786,250,933.0172,0.0
28.6053,250,944.1338,0.0
27.84,250,954.8082,1.0
31.0173,250,965.8552,1.0
19.7892,250,974.3178,0.0
27.6424,250,985.1388,1.0
28.586,250,996.1017,1.0
32.7508,250,1007.0046,2.0
26.2011,250,1018.1077,0.0
30.5607,250,1030.3909,0.0
30.3095,250,1041.5238,2.0
28.2986,250,1052.4867,0.0
26.9513,250,1063.3626,0.0
25.2659,250,1074.5672,0.0
28.4637,250,1085.5817,1.0
25.6498,250,1096.6288,0.0
30.8031,250,1107.7715,1.0
27.2024,250,1118.8579,0.0
27.7597,250,1129.7041,0.0
28.0982,250,1140.9622,0.0
25.7492,250,1152.0613,0.0
30.8749,250,1162.98,1.0
27.3956,250,1174.2668,1.0
33.7039,250,1185.4971,1.0
25.204,250,1196.7966,0.0
33.6556,250,1205.5079,2.0
27.0389,250,1216.4315,0.0
28.9895,250,1227.5298,1.0
28.5334,250,1238.4375,0.0
27.7448,250,1249.3483,0.0
28.9205,250,1260.5475,1.0
34.3945,250,1271.582,1.0
29.5682,250,1282.536,0.0
27.4813,250,1293.6432,0.0
29.0845,250,1304.5049,0.0
27.3861,250,1315.53,0.0
33.4451,250,1326.5915,1.0
27.2609,250,1338.1673,0.0
26.5366,250,1349.9381,0.0
30.3019,250,1360.9297,0.0
29.7021,250,1372.0987,1.0
30.7349,250,1383.3108,1.0
28.7231,250,1394.2955,0.0
29.6548,250,1405.347,0.0
26.2971,250,1416.6602,0.0
28.854,250,1427.7451,1.0
27.2087,250,1438.9237,0.0
31.2624,250,1447.3885,2.0
30.0462,250,1458.4866,0.0
27.7114,250,1469.7267,0.0
30.8575,250,1480.9488,0.0
31.5167,250,1491.9418,0.0
30.892,250,1503.2394,1.0
29.1122,250,1514.2886,0.0
35.3148,250,1525.3037,3.0
29.785,250,1536.714,0.0
29.5852,250,1547.7494,1.0
29.8007,250,1559.047,0.0
28.1154,250,1570.4069,0.0
24.1291,250,1581.6673,0.0
29.3528,250,1592.9087,0.0
35.9107,250,1604.1312,3.0
30.8179,250,1616.4915,1.0
29.8167,250,1627.3749,0.0
32.2673,250,1638.418,1.0
30.3717,250,1649.6833,0.0
26.5731,250,1662.0544,0.0
28.3038,250,1672.9382,0.0
30.9379,250,1681.7237,0.0
30.6068,250,1692.8391,1.0
28.6114,250,1703.9835,0.0
29.3716,250,1715.0531,1.0
28.9359,250,1726.1689,0.0
26.2884,250,1737.5007,0.0
31.3941,250,1748.6248,2.0
29.8811,250,1759.9349,1.0
30.2594,250,1771.4048,0.0
34.4927,250,1782.6129,3.0
31.3781,250,1793.8151,0.0
26.2704,250,1805.1198,0.0
29.9676,250,1816.5138,0.0
28.3819,250,1827.7773,0.0
27.7695,250,1839.1123,0.0
27.4237,250,1850.3916,0.0
28.7473,250,1861.8542,0.0
33.8509,250,1873.1651,2.0
27.9538,250,1884.2063,0.0
27.4508,250,1895.6375,0.0
27.2481,250,1906.9016,0.0
31.4767,250,1915.6162,1.0
29.2287,250,1926.8786,0.0
25.5516,250,1938.0838,0.0
31.5068,250,1949.3323,1.0
31.983,250,1960.5729,1.0
30.7274,250,1972.3507,0.0
30.3653,250,1984.4072,1.0
32.6165,250,1995.8685,0.0
33.3637,250,2007.3178,2.0
25.1131,250,2018.4562,0.0
28.6594,250,2029.6844,0.0
35.7806,250,2040.8603,1.0
29.7887,250,2052.0647,0.0
28.431,250,2063.4527,0.0
35.2547,250,2075.1487,1.0
29.7095,250,2086.451,0.0
31.9721,250,2097.921,2.0
27.5823,250,2109.3854,0.0
31.0718,250,2120.6433,2.0
28.278,250,2132.0779,0.0
35.5398,250,2143.4771,2.0
28.7226,250,2154.7851,0.0
29.9488,250,2163.549,1.0
30.8072,250,2174.8136,1.0
29.8738,250,2186.0058,0.0
30.46,250,2197.4891,0.0
30.5435,250,2208.7635,0.0
31.2506,250,2220.0534,1.0
31.028,250,2231.1716,0.0
29.9138,250,2242.5396,0.0
31.4174,250,2253.881,0.0
32.9189,250,2265.1571,1.0
31.1907,250,2276.4719,0.0
31.3417,250,2288.3443,0.0
34.1,250,2300.3719,1.0
31.1607,250,2311.7049,0.0
31.2199,250,2323.0477,1.0
29.9028,250,2334.3413,0.0
34.4539,250,2345.7097,2.0
30.2886,250,2357.0804,0.0
29.3346,250,2368.588,0.0
35.306,250,2380.2016,2.0
31.2377,250,2391.5388,0.0
30.3273,250,2400.433,0.0
27.8215,250,2411.6266,0.0
29.6366,250,2422.8961,1.0
28.1985,250,2434.2522,0.0
33.0774,250,2445.6156,1.0
29.2943,250,2457.1873,0.0
27.9014,250,2468.5995,1.0
32.4425,250,2479.8795,1.0
32.0334,250,2491.4053,1.0
30.1342,250,2502.7656,0.0
29.2663,250,2514.098,0.0
31.0757,250,2525.5377,0.0
28.0587,250,2536.861,0.0
29.6626,250,2548.2625,0.0
31.2124,250,2559.5722,1.0
29.9758,250,2570.8463,1.0
34.0168,250,2582.0826,2.0
30.357,250,2593.4115,0.0
31.5979,250,2605.3684,0.0
31.1165,250,2617.1922,0.0
30.7235,250,2628.5335,1.0
27.8381,250,2637.2669,0.0
34.3414,250,2648.4887,2.0
36.517,250,2659.7345,3.0
30.3379,250,2671.1354,1.0
30.8248,250,2682.5409,0.0
30.9927,250,2693.8797,1.0
29.779,250,2705.2643,0.0
38.2437,250,2716.5318,3.0
31.8603,250,2727.7282,1.0
32.4533,250,2739.1531,1.0
31.5311,250,2750.3761,0.0
34.8971,250,2761.6262,1.0
28.0134,250,2772.9893,0.0
32.062,250,2784.3712,0.0
31.0863,250,2795.831,1.0
30.3651,250,2807.2715,0.0
31.6652,250,2818.6667,0.0
31.8071,250,2830.0276,1.0
30.5235,250,2841.3678,1.0
27.9735,250,2852.7286,0.0
32.2446,250,2864.2002,1.0
34.9131,250,2875.6533,2.0
30.6239,250,2884.6446,0.0
30.2021,250,2895.9408,1.0
29.1633,250,2907.2511,0.0
28.8253,250,2918.8436,0.0
30.2964,250,2931.1632,1.0
27.3248,250,2942.8122,0.0
31.7244,250,2954.2517,1.0
36.2296,250,2965.4631,2.0
29.1104,250,2977.329,1.0
25.4592,250,2988.6953,0.0
32.3057,250,3000.1219,3.0
31.5882,250,3011.6049,1.0
24.7889,250,3023.1165,0.0
29.4153,250,3034.6111,0.0
30.5694,250,3046.1406,1.0
30.7357,250,3057.5752,0.0
32.3512,250,3069.0935,0.0
37.9211,250,3080.6543,4.0
29.3732,250,3092.3114,0.0
27.7839,250,3103.8928,0.0
30.5896,250,3115.5262,1.0
29.1366,250,3124.5753,0.0
29.8875,250,3136.055,0.0
36.3504,250,3147.4577,1.0
34.5248,250,3158.7963,1.0
30.8616,250,3170.2273,0.0
36.9356,250,3182.0058,3.0
29.6974,250,3193.3665,0.0
31.9383,250,3204.7969,1.0
31.3098,250,3216.0851,0.0
32.8964,250,3227.5019,1.0
34.1806,250,3239.7115,1.0
33.5921,250,3251.5769,1.0
32.1534,250,3263.0758,1.0
31.3611,250,3274.4594,0.0
30.2667,250,3285.975,0.0
30.3196,250,3297.5228,1.0
32.0864,250,3308.9082,0.0
35.0338,250,3320.4503,1.0
32.1936,250,3332.015,1.0
32.124,250,3343.6966,0.0
30.5163,250,3355.1428,1.0
32.2851,250,3364.1194,0.0
30.877,250,3375.5038,1.0
29.3104,250,3386.8892,0.0
29.9012,250,3398.3559,0.0
34.6616,250,3409.6307,2.0
29.104,250,3421.0963,0.0
31.0653,250,3433.9061,0.0
31.2267,250,3445.1799,1.0
33.8192,250,3456.5259,0.0
30.5518,250,3467.8201,0.0
30.315,250,3479.2749,0.0
32.8443,250,3490.7678,0.0
34.3593,250,3502.1498,1.0
32.0027,250,3513.6128,1.0
35.1701,250,3525.2098,0.0
31.8077,250,3536.8307,1.0
30.8125,250,3548.2953,0.0
32.7023,250,3561.1561,1.0
31.94,250,3572.2869,0.0
35.0026,250,3584.0006,2.0
28.9477,250,3595.5076,0.0
34.4612,250,3606.7951,1.0
31.4142,250,3615.8178,0.0
36.5918,250,3627.166,2.0
31.5346,250,3638.5666,0.0
28.0937,250,3649.9562,0.0
32.8478,250,3661.5209,1.0
35.2316,250,3672.8673,2.0
31.6709,250,3684.119,0.0
29.9837,250,3695.4864,0.0
31.8782,250,3706.9587,1.0
31.5703,250,3718.5614,0.0
35.6995,250,3730.0076,2.0
31.2729,250,3741.4878,0.0
32.4021,250,3752.9926,1.0
34.9859,250,3764.666,2.0
32.3408,250,3776.4408,0.0
33.3146,250,3788.2808,1.0
29.8295,250,3799.8054,0.0
30.3993,250,3811.2819,1.0
29.8659,250,3822.82,0.0
34.8551,250,3834.5047,2.0
29.2933,250,3845.9993,0.0
29.3816,250,3855.1332,0.0
29.4489,250,3866.8862,0.0
28.2748,250,3879.9106,0.0
28.281,250,3891.4757,0.0
30.3737,250,3903.2593,0.0
27.6132,250,3914.8063,1.0
31.908,250,3926.4039,1.0
28.9756,250,3938.1694,0.0
30.6995,250,3949.525,0.0
34.3065,250,3960.9985,1.0
31.6844,250,3972.5404,1.0
32.3144,250,3984.1152,0.0
31.5373,250,3995.7058,1.0
33.167,250,4007.2213,1.0
31.0378,250,4018.695,0.0
31.033,250,4030.2631,0.0
34.3889,250,4041.7427,1.0
30.6031,250,4053.35,0.0
36.1556,250,4064.9646,2.0
29.7397,250,4076.4369,1.0
38.1255,250,4088.2065,3.0
33.8869,250,4097.3473,1.0
31.7172,250,4108.949,0.0
29.9744,250,4120.4563,0.0
32.4395,250,4131.9456,1.0
29.3066,250,4143.5167,1.0
34.5688,250,4155.1245,1.0
27.7033,250,4166.585,0.0
31.6757,250,4178.3598,0.0
27.6503,250,4190.9523,0.0
31.5837,250,4202.4524,0.0
33.8282,250,4214.0665,1.0
34.3776,250,4225.4506,0.0
30.9628,250,4237.0598,1.0
30.7679,250,4248.6326,0.0
31.4977,250,4260.2547,1.0
29.9835,250,4271.799,0.0
28.7901,250,4283.3333,0.0
36.4691,250,4295.1113,1.0
38.3374,250,4306.5001,3.0
31.9675,250,4317.9525,0.0
28.6513,250,4329.4113,0.0
35.9575,250,4341.028,1.0
30.6865,250,4350.0209,1.0
36.5996,250,4361.5038,1.0
31.5532,250,4372.9091,0.0
31.4211,250,4384.6393,0.0
29.3438,250,4396.1347,0.0
34.153,250,4407.6024,1.0
32.9055,250,4418.9534,2.0
32.51,250,4430.3797,0.0
34.152,250,4441.7437,1.0
32.8492,250,4453.1829,0.0
36.7865,250,4464.6183,2.0
31.447,250,4476.1855,0.0
36.1744,250,4487.6599,2.0
31.6513,250,4499.1584,0.0
30.105,250,4512.0939,0.0
32.9179,250,4523.5233,1.0
34.7894,250,4535.4146,1.0
34.1488,250,4547.0141,1.0
33.126,250,4558.4728,0.0
32.1808,250,4569.8909,0.0
33.1634,250,4581.4653,0.0
33.5774,250,4590.6965,1.0
32.4652,250,4602.1593,0.0
39.4043,250,4613.6255,2.0
34.1323,250,4625.1242,0.0
32.0316,250,4636.7296,1.0
34.9095,250,4648.2401,1.0
31.7592,250,4659.7695,0.0
32.5815,250,4671.2262,0.0
34.7342,250,4682.838,1.0
39.6354,250,4694.2656,3.0
34.8386,250,4705.8435,0.0
33.1472,250,4717.5935,0.0
33.2268,250,4729.1466,0.0
37.508,250,4741.054,2.0
31.2103,250,4752.5828,1.0
32.8598,250,4764.0759,1.0
29.982,250,4775.8444,0.0
26.789,250,4787.8123,0.0
31.4389,250,4799.5776,0.0
29.5457,250,4811.2287,0.0
38.3043,250,4823.8875,1.0
37.9445,250,4833.0719,1.0
35.0295,250,4844.6448,1.0
34.3251,250,4856.1107,1.0
37.2802,250,4867.891,2.0
31.394,250,4879.4169,0.0
31.2786,250,4890.8971,0.0
40.566,250,4902.5247,3.0
33.451,250,4914.4024,1.0
30.2685,250,4926.3094,0.0
35.7179,250,4937.8975,1.0
38.0221,250,4949.4961,2.0
32.0372,250,4961.0989,0.0
35.4965,250,4972.6026,0.0
30.5354,250,4984.215,0.0
35.7951,250,4995.8038,2.0
34.731,250,5007.4482,0.0
34.0595,250,5018.9512,1.0
39.0893,250,5030.3971,2.0
37.1853,250,5041.8619,2.0
38.339,250,5053.3792,2.0
31.7189,250,5064.8955,0.0
37.2826,250,5076.4012,3.0
38.786,250,5085.3948,1.0
39.981,250,5096.7489,2.0
36.5531,250,5108.3506,1.0
32.7072,250,5119.6507,0.0
33.9975,250,5131.0903,0.0
33.0822,250,5143.8763,0.0
31.2327,250,5155.1848,0.0
37.3241,250,5166.4564,1.0
34.0806,250,5177.9206,0.0
32.44,250,5189.3341,0.0
32.9894,250,5200.8833,1.0
39.5573,250,5213.6957,3.0
32.1719,250,5225.517,0.0
41.9487,250,5236.9829,4.0
34.3236,250,5248.4993,1.0
33.7157,250,5260.1434,0.0
32.6517,250,5271.7024,0.0
32.6282,250,5283.1788,0.0
33.4059,250,5294.6966,0.0
36.5557,250,5306.3267,1.0
38.4044,250,5317.9967,2.0
34.5621,250,5327.179,1.0
30.8555,250,5338.85,0.0
32.913,250,5350.4507,1.0
32.5129,250,5361.9435,0.0
33.9864,250,5373.3627,0.0
33.748,250,5385.1545,0.0
32.0007,250,5396.5218,0.0
38.9508,250,5407.8861,2.0
33.8387,250,5419.3541,0.0
35.5985,250,5430.8327,1.0
37.605,250,5442.4126,1.0
31.7193,250,5454.6679,0.0
28.5059,250,5466.7647,0.0
30.6547,250,5478.2979,0.0
37.1107,250,5489.8639,2.0
34.7064,250,5501.5633,0.0
33.8954,250,5512.9862,0.0
34.4345,250,5524.4622,0.0
36.7405,250,5536.0828,1.0
32.4847,250,5547.5914,0.0
40.2273,250,5559.2719,3.0
34.0808,250,5568.558,0.0
33.5561,250,5580.238,0.0
33.377,250,5591.7657,0.0
34.048,250,5603.3559,0.0
32.9165,250,5614.8915,0.0
37.5967,250,5626.1898,2.0
36.6959,250,5637.8157,1.0
36.0833,250,5649.2142,1.0
36.7155,250,5660.6201,0.0
35.3796,250,5672.1408,0.0
31.9561,250,5683.5745,0.0
34.1812,250,5695.1953,1.0
35.1577,250,5706.9038,0.0
36.0205,250,5718.4426,1.0
32.9566,250,5730.0063,0.0
31.8958,250,5741.7454,0.0
31.2351,250,5753.1939,0.0
35.4498,250,5764.6992,0.0
33.2027,250,5777.5885,0.0
37.022,250,5789.0154,2.0
35.9763,250,5800.4409,1.0
31.8233,250,5811.8114,0.0
30.9199,250,5820.9731,0.0
35.2664,250,5832.2787,0.0
35.6721,250,5843.6382,1.0
34.9355,250,5855.0978,1.0
36.4235,250,5866.413,1.0
35.2471,250,5877.8197,2.0
36.9798,250,5889.2176,1.0
34.6184,250,5900.7668,0.0
36.1036,250,5912.09,0.0
34.0367,250,5923.6686,0.0
36.5702,250,5935.1778,2.0
31.9013,250,5946.9319,0.0
34.2103,250,5958.4873,1.0
33.3409,250,5970.0143,0.0
37.7666,250,5981.7233,1.0
36.1118,250,5993.2031,0.0
36.5562,250,6004.7481,0.0
34.8768,250,6016.1348,1.0
33.6462,250,6027.6383,0.0
33.1664,250,6039.2106,0.0
35.5775,250,6050.592,1.0
33.519,250,6059.7172,0.0
36.6425,250,6071.0092,1.0
35.6057,250,6082.6904,1.0
36.6637,250,6095.276,1.0
38.7876,250,6106.7844,2.0
35.5712,250,6118.1482,0.0
34.5476,250,6129.515,0.0
33.7252,250,6140.9612,0.0
40.5122,250,6152.5885,3.0
41.9633,250,6164.0157,3.0
33.1886,250,6175.5378,2.0
30.7535,250,6187.3405,0.0
36.1151,250,6198.9968,0.0
33.0184,250,6210.5346,0.0
35.7426,250,6222.0814,0.0
33.7436,250,6233.6237,0.0
35.9449,250,6245.0502,0.0
35.8991,250,6256.4711,0.0
33.5074,250,6268.0128,0.0
37.1228,250,6279.4954,1.0
33.0074,250,6290.9925,0.0
38.7881,250,6300.0589,1.0
37.3113,250,6311.4424,1.0
37.585,250,6322.8627,1.0
32.066,250,6334.3252,0.0
30.6301,250,6345.7578,0.0
35.0242,250,6357.1732,0.0
34.4626,250,6368.5785,0.0
32.5883,250,6380.0674,0.0
34.3277,250,6391.8593,0.0
35.588,250,6404.426,1.0
38.7039,250,6416.183,1.0
35.411,250,6427.9234,1.0
34.9066,250,6439.5039,0.0
32.0397,250,6451.0013,0.0
35.6332,250,6462.6089,0.0
36.3364,250,6474.0936,0.0
34.2023,250,6485.5944,0.0
36.6577,250,6497.1042,0.0
36.2741,250,6508.63,1.0
34.7988,250,6520.0853,0.0
34.0363,250,6531.6319,0.0
38.0096,250,6543.251,1.0
33.8082,250,6552.2969,0.0
38.6875,250,6563.7084,2.0
36.5114,250,6575.1796,1.0
35.9867,250,6586.8941,0.0
38.8713,250,6598.4385,2.0
38.9928,250,6609.9216,1.0
36.1467,250,6621.4333,1.0
35.5004,250,6632.8833,0.0
36.0335,250,6644.4103,1.0
35.2729,250,6655.9648,0.0
33.1714,250,6667.6154,0.0
34.0162,250,6679.1492,0.0
38.1074,250,6690.8112,1.0
37.3945,250,6702.2653,1.0
34.0661,250,6713.6817,0.0
44.1173,250,6726.4646,4.0
38.177,250,6737.8963,1.0
37.4059,250,6749.5464,1.0
34.8492,250,6761.0815,0.0
39.1325,250,6772.5587,2.0
36.8545,250,6784.1531,1.0
38.8375,250,6793.2227,2.0
35.4036,250,6804.5908,1.0
38.9076,250,6816.0628,1.0
37.7723,250,6827.5414,1.0
36.821,250,6839.0247,1.0
34.5133,250,6850.525,1.0
37.4734,250,6861.9456,1.0
35.1559,250,6873.5587,0.0
36.6207,250,6884.922,0.0
41.5498,250,6896.3117,3.0
32.2337,250,6907.9442,0.0
34.5995,250,6919.3417,0.0
40.001,250,6930.8956,2.0
37.3592,250,6942.594,1.0
36.0611,250,6954.0739,0.0
37.2224,250,6965.4805,1.0
34.7917,250,6977.0209,1.0
37.128,250,6989.0502,0.0
35.1417,250,7001.8784,0.0
38.0365,250,7013.3437,1.0
34.4988,250,7025.2117,0.0
36.9446,250,7035.0168,0.0
41.7443,250,7046.9999,2.0
35.5604,250,7058.6364,0.0
33.0998,250,7070.0073,0.0
35.2981,250,7081.4609,0.0
35.2392,250,7092.9723,0.0
41.1149,250,7104.3768,2.0
34.7876,250,7115.7555,0.0
39.8505,250,7127.1737,1.0
35.9398,250,7138.8605,0.0
34.5529,250,7150.3365,0.0
34.0269,250,7161.8751,0.0
37.1856,250,7173.4134,1.0
38.0273,250,7185.1592,1.0
36.6786,250,7196.6378,0.0
37.5434,250,7208.1074,0.0
34.53,250,7219.7102,0.0
33.7485,250,7231.299,0.0
39.4145,250,7242.9173,2.0
37.3121,250,7254.5169,1.0
34.6704,250,7266.2352,0.0
37.7897,250,7277.8065,1.0
36.6185,250,7286.9136,1.0
34.8652,250,7298.4973,0.0
35.1409,250,7309.9797,0.0
34.9673,250,7321.3659,0.0
37.4651,250,7332.7603,1.0
38.3751,250,7344.4035,1.0
36.5465,250,7357.3134,0.0
38.3768,250,7368.4929,1.0
37.0794,250,7380.1548,1.0
38.2098,250,7391.6286,1.0
41.6684,250,7403.0834,2.0
34.5771,250,7414.6822,0.0
35.8864,250,7426.2602,0.0
39.1595,250,7437.7228,2.0
40.1855,250,7449.3561,2.0
38.4063,250,7460.8321,1.0
37.9021,250,7472.2686,1.0
45.4382,250,7483.7715,4.0
37.1325,250,7495.2444,1.0
36.6647,250,7506.9459,0.0
40.8286,250,7518.5041,2.0
35.3562,250,7527.6401,0.0
38.32,250,7539.3072,1.0
35.5204,250,7550.8709,0.0
43.4811,250,7562.3404,4.0
35.0986,250,7573.9702,0.0
41.9949,250,7585.4595,3.0
40.74,250,7597.0909,2.0
36.6461,250,7608.6505,0.0
37.4653,250,7620.3132,1.0
34.8767,250,7631.9682,0.0
37.4138,250,7643.3605,1.0
36.5062,250,7654.8968,1.0
36.6624,250,7666.8886,1.0
34.9073,250,7679.1887,0.0
37.5314,250,7690.7533,1.0
37.229,250,7702.3488,1.0
39.5194,250,7713.9823,1.0
35.5354,250,7725.5969,0.0
37.9284,250,7737.2624,1.0
40.3916,250,7748.9278,2.0
35.9058,250,7760.8598,1.0
34.3941,250,7771.2619,1.0
40.3942,250,7782.9455,2.0
36.6475,250,7794.2759,1.0
35.8164,250,7805.6719,0.0
40.7691,250,7817.0617,2.0
39.7649,250,7828.5284,1.0
35.4203,250,7840.0362,0.0
37.2103,250,7851.7796,0.0
33.6444,250,7863.282,0.0
35.0574,250,7874.7208,0.0
37.6068,250,7886.1743,0.0
35.6609,250,7897.6531,0.0
38.147,250,7909.1652,1.0
37.6973,250,7920.7044,1.0
42.9402,250,7932.1343,3.0
34.608,250,7943.5346,0.0
40.5073,250,7955.0524,2.0
40.9906,250,7966.6706,2.0
41.3693,250,7978.1762,2.0
40.4995,250,7989.7392,1.0
35.9494,250,8001.1875,0.0
35.1466,250,8012.6053,0.0
36.5711,250,8021.6583,0.0
40.6801,250,8033.1467,2.0
34.7208,250,8044.6018,1.0
37.1946,250,8055.9891,1.0
35.1682,250,8068.7296,0.0
37.6884,250,8080.5646,0.0
41.1256,250,8092.0505,2.0
33.3558,250,8103.7518,0.0
39.8218,250,8115.1985,1.0
38.119,250,8128.7066,1.0
35.1753,250,8140.5645,0.0
39.5283,250,8152.0494,1.0
34.0853,250,8163.4766,0.0
39.6018,250,8174.9546,1.0
38.6814,250,8186.4961,1.0
42.2409,250,8198.6033,2.0
38.1125,250,8210.147,1.0
36.5378,250,8221.8346,0.0
42.0935,250,8233.2972,2.0
38.3141,250,8244.8055,0.0
36.183,250,8256.6364,0.0
40.4718,250,8265.6545,2.0
37.2127,250,8277.0465,0.0
42.7397,250,8288.5125,2.0
37.2183,250,8299.9451,1.0
42.6721,250,8311.3411,3.0
36.9621,250,8323.094,0.0
42.3519,250,8334.6363,2.0
38.6428,250,8346.3407,0.0
42.6952,250,8357.655,2.0
36.4402,250,8369.0259,0.0
46.215,250,8381.8936,4.0
40.7593,250,8395.1132,2.0
39.4913,250,8406.8114,1.0
37.7779,250,8418.1666,1.0
39.0424,250,8429.624,1.0
37.023,250,8441.0141,0.0
38.1378,250,8452.477,1.0
37.488,250,8463.959,1.0
41.6359,250,8475.5316,2.0
35.8181,250,8487.0325,0.0
37.7645,250,8498.6344,0.0
38.3055,250,8507.696,1.0
36.2174,250,8519.0308,0.0
36.1572,250,8530.3615,0.0
37.9257,250,8541.8712,1.0
39.6732,250,8553.4107,1.0
44.8158,250,8564.7282,4.0
38.9382,250,8576.1264,1.0
41.8371,250,8587.6931,1.0
38.1348,250,8599.1511,0.0
36.3207,250,8610.5833,0.0
37.4964,250,8622.029,0.0
37.6001,250,8633.4441,1.0
41.4878,250,8644.983,2.0
37.129,250,8656.537,1.0
40.9523,250,8668.0114,1.0
37.4997,250,8679.5199,0.0
40.222,250,8691.1672,1.0
37.9835,250,8704.1223,0.0
41.7867,250,8715.7837,2.0
38.131,250,8727.3905,0.0
38.1903,250,8738.9693,1.0
40.319,250,8750.458,1.0
38.0434,250,8759.5758,1.0
44.9627,250,8772.5867,3.0
40.7542,250,8783.8774,2.0
40.2624,250,8795.3163,2.0
39.5025,250,8806.9248,1.0
36.6611,250,8818.3781,0.0
43.6283,250,8829.7026,2.0
41.0812,250,8841.2069,2.0
39.2242,250,8852.8059,1.0
39.5793,250,8864.3507,1.0
36.8226,250,8875.7883,1.0
38.6505,250,8887.2834,1.0
34.6268,250,8898.793,0.0
44.8627,250,8910.2917,3.0
37.0365,250,8921.7239,0.0
37.0808,250,8933.292,0.0
47.7402,250,8945.0256,4.0
41.0165,250,8956.4997,2.0
39.0633,250,8968.0161,2.0
45.9182,250,8979.4678,3.0
40.4939,250,8991.0936,2.0
39.413,250,9000.9387,2.0
41.2545,250,9013.2632,2.0
42.0281,250,9024.9798,2.0
38.2771,250,9036.5919,1.0
41.5587,250,9048.0701,2.0
38.7739,250,9059.6168,0.0
35.2538,250,9071.1637,0.0
37.4715,250,9082.5236,0.0
40.3575,250,9094.0948,2.0
41.1418,250,9105.464,2.0
36.565,250,9116.8375,0.0
36.3749,250,9128.3333,0.0
41.7111,250,9139.7391,2.0
38.574,250,9151.3576,1.0
39.2197,250,9162.7978,1.0
39.061,250,9174.4334,1.0
43.1455,250,9186.2652,3.0
39.5002,250,9197.9251,1.0
36.9487,250,9209.3293,0.0
39.0443,250,9220.8866,1.0
37.3258,250,9232.2396,0.0
38.7256,250,9241.3777,1.0
39.7784,250,9252.7791,1.0
37.0977,250,9264.2507,1.0
